Funcion,Dimension,CR,F,Poblacion,Evaluaciones,Tiempo,Mejor encontrado
sphere,30,0.9,0.7,100,300000,14.844084753000061,0.09872768206755214
sphere,30,0.9,0.7,100,300000,14.63191946400184,0.06803795133861465
sphere,30,0.9,0.7,100,300000,15.066515775997686,0.1302534956881327
sphere,30,0.9,0.7,100,300000,14.68281112600016,0.15614734101884586
sphere,30,0.9,0.7,100,300000,14.93042567899829,0.03179378150525402
sphere,30,0.9,0.7,100,300000,15.073574691999966,0.15303687995073628
sphere,30,0.9,0.7,100,300000,15.095567221000238,0.059347682817203366
sphere,30,0.9,0.7,100,300000,14.993823849999899,0.1239171656127918
sphere,30,0.9,0.7,100,300000,15.098661936997814,0.08665715950680006
sphere,30,0.9,0.7,100,300000,14.880280384000798,0.10823790835061414
sphere,30,0.9,0.7,100,300000,15.111239719000878,0.05158822501483277
sphere,30,0.9,0.7,100,300000,15.106074252998951,0.14608484309120226
sphere,30,0.9,0.7,100,300000,15.348742400001356,0.1331685378494258
sphere,30,0.9,0.7,100,300000,15.130897692000872,0.04059276982054179
sphere,30,0.9,0.7,100,300000,15.326054369001213,0.1552708801078
sphere,30,0.9,0.7,100,300000,15.141806094001367,0.13605335155260195
sphere,30,0.9,0.7,100,300000,14.807326001999172,0.16153329507512518
sphere,30,0.9,0.7,100,300000,14.858574454003247,0.07586416265930278
sphere,30,0.9,0.7,100,300000,14.90078750199973,0.08928524035288277
sphere,30,0.9,0.7,100,300000,14.92662884499805,0.06784248293163052
sphere,30,0.9,0.7,100,300000,14.983299636998709,0.12116808390843987
sphere,30,0.9,0.7,100,300000,14.789682126000116,0.10540180730312905
sphere,30,0.9,0.7,100,300000,14.94014088699987,0.07044030411945505
ackley,30,0.9,0.7,100,300000,31.531520692002232,20.09066151023438
ackley,30,0.9,0.7,100,300000,31.649351069998374,20.320483816530245
ackley,30,0.9,0.7,100,300000,30.86187827699905,20.000326314450774
ackley,30,0.9,0.7,100,300000,32.38106444599907,20.54365358290203
ackley,30,0.9,0.7,100,300000,33.00059450199842,20.205640256880088
ackley,30,0.9,0.7,100,300000,32.69787832899965,20.000000656752242
ackley,30,0.9,0.7,100,300000,31.121117990998755,20.000227118827496
ackley,30,0.9,0.7,100,300000,33.09305272400161,20.025363782849144
ackley,30,0.9,0.7,100,300000,31.553053581999848,20.000000000000345
ackley,30,0.9,0.7,100,300000,30.836672450997867,20.000000067054486
ackley,30,0.9,0.7,100,300000,31.226830373001576,20.000040998700285
ackley,30,0.9,0.7,100,300000,31.872413483000855,20.09930678871389
ackley,30,0.9,0.7,100,300000,31.531598247001966,20.2483127491249
ackley,30,0.9,0.7,100,300000,31.522530954000104,20.277092297587256
ackley,30,0.9,0.7,100,300000,32.797825200999796,20.000431178540275
ackley,30,0.9,0.7,100,300000,32.19006373800221,20.00037842780826
ackley,30,0.9,0.7,100,300000,32.28320421600074,20.390648397180133
ackley,30,0.9,0.7,100,300000,30.89242569900307,20.000000880466843
ackley,30,0.9,0.7,100,300000,31.93232963599803,20.208243020614706
ackley,30,0.9,0.7,100,300000,31.468176750000566,20.1263308354612
ackley,30,0.9,0.7,100,300000,31.336966996997944,20.030975492141238
ackley,30,0.9,0.7,100,300000,31.753362035000464,20.197674643704087
ackley,30,0.9,0.7,100,300000,32.11667883399787,20.01978481763384
ackley,30,0.9,0.7,100,300000,31.353304185002344,20.00000007559799
ackley,30,0.9,0.7,100,300000,31.206938577000983,20.21884600764906
ackley,30,0.9,0.7,100,300000,30.984516384000017,20.003672875546144
ackley,30,0.9,0.7,100,300000,32.19432655499986,20.24172767195203
ackley,30,0.9,0.7,100,300000,31.21279518099982,20.000000003294826
ackley,30,0.9,0.7,100,300000,32.054216955999436,20.496825280601836
ackley,30,0.9,0.7,100,300000,31.854270152001845,20.487534084206164
griewank,30,0.9,0.7,100,300000,39.77329293200091,1.3032559267778723
griewank,30,0.9,0.7,100,300000,39.267416284998035,1.3729794205253005
griewank,30,0.9,0.7,100,300000,39.66924659199867,1.701413122043587
griewank,30,0.9,0.7,100,300000,40.193258657000115,1.7749512276608854
griewank,30,0.9,0.7,100,300000,40.17228304499804,1.21732591534668
griewank,30,0.9,0.7,100,300000,40.056174804001785,1.7090179490065265
griewank,30,0.9,0.7,100,300000,40.60922482400201,1.3669860386193096
griewank,30,0.9,0.7,100,300000,39.76936033299717,1.3316803072675187
griewank,30,0.9,0.7,100,300000,39.95529860800161,1.3330604259689849
griewank,30,0.9,0.7,100,300000,40.82173145300112,1.255991572944273
griewank,30,0.9,0.7,100,300000,39.98521975100084,1.3728067368794723
griewank,30,0.9,0.7,100,300000,40.17102282500127,1.4216288398677166
griewank,30,0.9,0.7,100,300000,40.38844756199978,1.7500446762801807
griewank,30,0.9,0.7,100,300000,40.1400900439985,1.1867682790036629
griewank,30,0.9,0.7,100,300000,40.056815496001946,1.4716739097539395
griewank,30,0.9,0.7,100,300000,39.40738918600255,1.3021478018591477
griewank,30,0.9,0.7,100,300000,39.54084473100011,1.3547861253810758
griewank,30,0.9,0.7,100,300000,41.39194421399952,1.3658768859376251
griewank,30,0.9,0.7,100,300000,40.2789794579985,1.284225933770905
griewank,30,0.9,0.7,100,300000,40.98207981499945,1.3048530552328257
griewank,30,0.9,0.7,100,300000,40.49097793600231,1.6048186309470012
griewank,30,0.9,0.7,100,300000,39.499122765999346,1.4297308105393085
griewank,30,0.9,0.7,100,300000,41.264900335001585,1.3906260367069536
griewank,30,0.9,0.7,100,300000,39.20596102399941,1.6659754938393823
griewank,30,0.9,0.7,100,300000,40.178720361996966,1.3988082460351832
griewank,30,0.9,0.7,100,300000,41.06344135099789,1.264690955951965
griewank,30,0.9,0.7,100,300000,40.338389671000186,1.4238258267425676
griewank,30,0.9,0.7,100,300000,40.85344767800052,1.4282521618998592
griewank,30,0.9,0.7,100,300000,41.60924618900026,1.4187216045417435
griewank,30,0.9,0.7,100,300000,40.96997965599803,1.296196601343043
tenth,30,0.9,0.7,100,300000,14.95000152799912,1.109089725572543
tenth,30,0.9,0.7,100,300000,15.874568762999843,0.08351537153413567
tenth,30,0.9,0.7,100,300000,15.03096960699986,2.492716321159325
tenth,30,0.9,0.7,100,300000,15.06506274200001,0.11404982277667154
tenth,30,0.9,0.7,100,300000,15.27326697099852,0.022426963837219094
tenth,30,0.9,0.7,100,300000,15.1175084480019,0.11532318824942955
tenth,30,0.9,0.7,100,300000,15.365462230001867,0.10640406724703785
tenth,30,0.9,0.7,100,300000,15.040247904998978,0.25556357233870575
tenth,30,0.9,0.7,100,300000,15.288960319998296,0.07361313110691092
tenth,30,0.9,0.7,100,300000,15.036482982999587,0.4444441817282311
tenth,30,0.9,0.7,100,300000,15.098240162002185,0.033325141520740634
tenth,30,0.9,0.7,100,300000,15.14172953399975,0.0751399850630263
tenth,30,0.9,0.7,100,300000,15.116897334999521,1.8511128188745258
tenth,30,0.9,0.7,100,300000,15.009456813000725,0.166577880461158
tenth,30,0.9,0.7,100,300000,15.011187607000466,0.02570397180927695
tenth,30,0.9,0.7,100,300000,15.329549402998964,0.014108490990847131
tenth,30,0.9,0.7,100,300000,14.893263783000293,0.011085410203562816
tenth,30,0.9,0.7,100,300000,14.969067195997923,0.059302831587392524
tenth,30,0.9,0.7,100,300000,14.787718093000876,0.00710064397913769
tenth,30,0.9,0.7,100,300000,15.000202536997676,0.05365771095360338
tenth,30,0.9,0.7,100,300000,14.839688265001314,0.07455041129574472
tenth,30,0.9,0.7,100,300000,15.223706452998158,0.05537562576925814
tenth,30,0.9,0.7,100,300000,14.954773568999371,0.2677244149505301
tenth,30,0.9,0.7,100,300000,15.01730238700111,0.15149215467092778
tenth,30,0.9,0.7,100,300000,15.129918485999951,0.032330125342712804
tenth,30,0.9,0.7,100,300000,15.25504647300113,0.006111230698182786
tenth,30,0.9,0.7,100,300000,14.907770505000371,0.11155517538411042
tenth,30,0.9,0.7,100,300000,15.354559903000336,0.059111640786600916
tenth,30,0.9,0.7,100,300000,15.101669520998257,2.639475032795077
tenth,30,0.9,0.7,100,300000,15.05157705199963,0.09383214141554418
rastrigin,30,0.9,0.7,100,300000,29.89382643600038,300.84491881283867
rastrigin,30,0.9,0.7,100,300000,29.97996159700051,267.92070400607577
rastrigin,30,0.9,0.7,100,300000,30.10106165199977,255.62621540191867
rastrigin,30,0.9,0.7,100,300000,29.967005113001505,274.3169248745176
rastrigin,30,0.9,0.7,100,300000,30.52806953700201,300.2615053324813
rastrigin,30,0.9,0.7,100,300000,30.18732411900055,302.2861061833096
rastrigin,30,0.9,0.7,100,300000,32.299261397998634,269.009049630233
rastrigin,30,0.9,0.7,100,300000,30.807989903001726,286.56058863521343
rastrigin,30,0.9,0.7,100,300000,30.135657821996574,253.69115769843802
rastrigin,30,0.9,0.7,100,300000,29.57076613299796,286.6001548298446
rastrigin,30,0.9,0.7,100,300000,29.820744973003457,265.7785508468442
rastrigin,30,0.9,0.7,100,300000,30.457289957001194,310.08639022819915
rastrigin,30,0.9,0.7,100,300000,29.848551973998838,284.9062564925848
rastrigin,30,0.9,0.7,100,300000,30.155393234999792,272.76105191233404
rastrigin,30,0.9,0.7,100,300000,30.047418138001376,274.92019999200875
rastrigin,30,0.9,0.7,100,300000,29.801893541000027,289.98619269678716
rastrigin,30,0.9,0.7,100,300000,30.57467764300236,270.8344988213025
rastrigin,30,0.9,0.7,100,300000,31.10596484599955,280.1401922197164
rastrigin,30,0.9,0.7,100,300000,29.466143359000853,300.4012391911988
rastrigin,30,0.9,0.7,100,300000,30.812443675000395,277.36785242711676
rastrigin,30,0.9,0.7,100,300000,29.65506414400079,272.07552774801997
rastrigin,30,0.9,0.7,100,300000,29.767418343002646,287.50787764518054
rastrigin,30,0.9,0.7,100,300000,30.032599181999103,306.9133459568977
rastrigin,30,0.9,0.7,100,300000,29.661168853999698,273.0227566461175
rastrigin,30,0.9,0.7,100,300000,31.15271768399907,307.5687868695805
rastrigin,30,0.9,0.7,100,300000,29.504781494997587,297.45642209639084
rastrigin,30,0.9,0.7,100,300000,30.02243108499897,301.4650323328863
rastrigin,30,0.9,0.7,100,300000,29.556985754003108,308.28416558284954
rastrigin,30,0.9,0.7,100,300000,29.820667895000952,268.98750961662216
rastrigin,30,0.9,0.7,100,300000,31.30169047600066,294.38349961714977
rosenbrock,30,0.9,0.7,100,300000,28.503612778000388,39.34103120455549
rosenbrock,30,0.9,0.7,100,300000,27.74466294800004,40.39085279731958
rosenbrock,30,0.9,0.7,100,300000,27.321488838999358,44.79281140549548
rosenbrock,30,0.9,0.7,100,300000,27.77316220300054,38.524774550469864
rosenbrock,30,0.9,0.7,100,300000,27.533361417001288,45.45259760919468
rosenbrock,30,0.9,0.7,100,300000,27.203619453997817,37.92281042780979
rosenbrock,30,0.9,0.7,100,300000,27.927418945997488,40.73198910824521
rosenbrock,30,0.9,0.7,100,300000,28.021853633999854,32.54624563747581
rosenbrock,30,0.9,0.7,100,300000,27.50772071100073,47.86690132458564
rosenbrock,30,0.9,0.7,100,300000,27.162725382000644,33.937572966459456
rosenbrock,30,0.9,0.7,100,300000,28.902057610997872,42.13536612374433
rosenbrock,30,0.9,0.7,100,300000,27.38875149800151,33.91427773082778
rosenbrock,30,0.9,0.7,100,300000,28.133750463002798,37.14146269479385
rosenbrock,30,0.9,0.7,100,300000,27.705545908000204,36.10174724174374
rosenbrock,30,0.9,0.7,100,300000,27.414489809998486,36.10076504774584
rosenbrock,30,0.9,0.7,100,300000,28.374930478996248,38.748604738576866
rosenbrock,30,0.9,0.7,100,300000,28.223987670004135,38.4866307218421
rosenbrock,30,0.9,0.7,100,300000,27.741142897000827,42.89765200970289
rosenbrock,30,0.9,0.7,100,300000,27.891988488998322,30.41176014579244
rosenbrock,30,0.9,0.7,100,300000,28.143729592004092,42.24440492462385
rosenbrock,30,0.9,0.7,100,300000,28.13244234800368,35.08563086857561
rosenbrock,30,0.9,0.7,100,300000,27.743903873997624,35.136540257355406
rosenbrock,30,0.9,0.7,100,300000,27.3602649989989,39.57131903482221
rosenbrock,30,0.9,0.7,100,300000,27.499218262004433,34.8619007487174
rosenbrock,30,0.9,0.7,100,300000,27.66251705900504,39.07790740675999
rosenbrock,30,0.9,0.7,100,300000,27.28028376599832,37.52648172089157
rosenbrock,30,0.9,0.7,100,300000,27.14712234399485,35.55181679950769
rosenbrock,30,0.9,0.7,100,300000,27.479427115998988,37.24459702673089
rosenbrock,30,0.9,0.7,100,300000,27.292095334996702,47.726085809240075
rosenbrock,30,0.9,0.7,100,300000,27.229411118001735,38.630511230657376
