Reinas,Población inicial,Población final,Probabilidad de cruza,Probabilidad de mutación,Mejor fit,Tiempo de ejecución,Iteraciones
11,33,33,0.9,0.5,0,0.4678800106048584,70
11,33,33,0.9,0.5,0,0.6070840358734131,91
11,33,33,0.9,0.5,1,6.365025758743286,1000
11,33,33,0.9,0.5,0,0.5139977931976318,77
11,33,33,0.9,0.5,1,6.549177169799805,1000
11,33,33,0.9,0.5,0,0.8642175197601318,133
11,33,33,0.9,0.5,0,3.550596237182617,562
11,33,33,0.9,0.5,1,6.402186870574951,1000
11,33,33,0.9,0.5,0,0.8305521011352539,130
11,33,33,0.9,0.5,0,0.574223518371582,88
11,33,33,0.9,0.5,0,0.2203383445739746,33
11,33,33,0.9,0.5,0,1.8730266094207764,288
11,33,33,0.9,0.5,1,6.384307384490967,1000
11,33,33,0.9,0.5,1,6.581686735153198,1000
11,33,33,0.9,0.5,1,6.425455093383789,1000
11,33,33,0.9,0.5,1,6.340811014175415,1000
11,33,33,0.9,0.5,1,6.476911306381226,1000
11,33,33,0.9,0.5,1,6.420413017272949,1000
11,33,33,0.9,0.5,0,0.74336838722229,116
11,33,33,0.9,0.5,0,1.2364146709442139,192
11,33,33,0.9,0.5,1,6.210315942764282,1000
11,33,33,0.9,0.5,1,6.40181827545166,1000
11,33,33,0.9,0.5,0,3.628838300704956,568
11,33,33,0.9,0.5,0,0.8222410678863525,126
11,33,33,0.9,0.5,0,0.8803889751434326,134
