Funcion,Blo,Bup,Max evals,Tamaño,Dimension,Omega,Phip,Phig,Lr,Tiempo,Mejor sol
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.040416717529296875,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.03862881660461426,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.04117989540100098,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.03846430778503418,-1.9999290261522722
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.041394710540771484,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.041707515716552734,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.04141688346862793,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.039092302322387695,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.0485537052154541,-1.999954567724099
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.0411829948425293,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.042017459869384766,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.03938603401184082,-1.9999930690612024
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.043050527572631836,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.03925442695617676,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.04184079170227051,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.058576107025146484,-1.9999935588320246
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.041893720626831055,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.038637638092041016,-1.9999417592207984
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.04100942611694336,-1.9998988643836932
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.038561105728149414,-1.999965608548749
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.041887760162353516,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.040724992752075195,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.04050850868225098,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.04209256172180176,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.04081153869628906,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.04010605812072754,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.04302358627319336,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.0403752326965332,-1.9999916112369573
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.03946328163146973,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.03732156753540039,-1.9999905475810242
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.04401803016662598,-1.9998914807159256
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.04147815704345703,-1.999939204564388
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.04583096504211426,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.04604053497314453,-1.9999209943212446
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.04130959510803223,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.03818082809448242,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.04254627227783203,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.03930974006652832,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.03807544708251953,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.03804755210876465,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.038396596908569336,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.03781437873840332,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.04225945472717285,-1.9999773337433355
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.039565324783325195,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.04564309120178223,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.04564094543457031,-1.9999552758754213
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.04216599464416504,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.04700446128845215,-1.9999191315056226
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.0398259162902832,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.03625154495239258,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.03911995887756348,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.040824174880981445,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.04021000862121582,-1.9998905740274266
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.039107322692871094,-1.999999031739554
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.04359889030456543,-1.9999465407697996
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.038961172103881836,-1.9998905740274266
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.03864574432373047,-1.9998975830542929
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.044608354568481445,-1.9999960455076145
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.039695024490356445,-1.9999919610896544
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.0377049446105957,-1.9998905740274266
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.04957413673400879,-1.9987213206967618
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04515647888183594,-1.9998973149846218
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.04816031455993652,-1.9930438706048963
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.04404139518737793,-1.9999758829612402
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.04905223846435547,-1.9964498792626044
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04530143737792969,-1.9995430657717517
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.0483098030090332,-1.9997573053408968
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.045469045639038086,-1.9998134976128883
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.04880666732788086,-1.9960382513146409
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04583334922790527,-1.9999886980548292
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.04783511161804199,-1.9999093175751912
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.05526471138000488,-1.999993613262839
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.048150062561035156,-1.995013163351758
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.044493913650512695,-1.9998776490145804
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.047347307205200195,-1.9999431182640048
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.04590177536010742,-1.9998441156333784
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.047327518463134766,-1.9842436150997935
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.045557498931884766,-1.9997304842767865
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.047980308532714844,-1.9998948829814018
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.04775071144104004,-1.9999347249454758
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.04800224304199219,-1.9998815251263045
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04594779014587402,-1.9999915409775761
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.050090789794921875,-1.9997071762150918
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.0456545352935791,-1.999649196259193
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.05090451240539551,-1.988729707447039
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04709124565124512,-1.999948886790448
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.04770636558532715,-1.9958268316697225
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.050313711166381836,-1.9997141562885752
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.049121856689453125,-1.9999549124527998
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04613924026489258,-1.9999971137408274
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.04975295066833496,-1.9999965261164907
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.04687952995300293,-1.9998532458036102
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.05804109573364258,-1.9996938912184454
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04768562316894531,-1.9982517155302857
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.048778533935546875,-1.99995966932676
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.049236297607421875,-1.9998543182088453
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.054480552673339844,-1.9967385629378838
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04549741744995117,-1.999907258650977
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.048218488693237305,-1.998518402204605
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.057167768478393555,-1.999530765869503
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.04721212387084961,-1.9978509191925387
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04683232307434082,-1.9998982950534678
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.047426700592041016,-1.9997018044677564
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.04557514190673828,-1.9999564395750973
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.04918646812438965,-1.9965541480471218
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.045516252517700195,-1.9993496078385078
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.049561500549316406,-1.9982238575636537
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.046334266662597656,-1.9999988316929365
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.04804372787475586,-1.9981981522162922
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04818534851074219,-1.9999900885291535
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.047806739807128906,-1.9995308005272843
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.04620647430419922,-1.999612521582598
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.048879384994506836,-1.9970191408302065
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.044782400131225586,-1.999965665590246
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.04937481880187988,-1.998854865005922
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.05424189567565918,-1.999933469867604
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.04817461967468262,-1.9995680195428966
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.06766700744628906,-1.9999519303206699
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.04940080642700195,-1.9994955204766849
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.04779386520385742,-1.9999132808213618
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.05475664138793945,-1.999262691246574
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04729866981506348,-1.9993781048035872
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.0493464469909668,-1.9984761241760796
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.04770803451538086,-1.999648522780252
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.05065155029296875,-1.9992427134883388
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04736590385437012,-1.9992823616154984
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.0489046573638916,-1.9977774168597295
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.04797220230102539,-1.999593485875767
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.052967071533203125,-1.9992539642414202
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.0479884147644043,-1.999824244735717
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.04975700378417969,-1.9999587860863488
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.05085349082946777,-1.999452393469818
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.04876375198364258,-1.9935756147472676
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.047266483306884766,-1.9998454686535634
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.05776381492614746,-1.9994308192416472
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.04876518249511719,-1.9998991432988706
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.05201411247253418,-1.9874287857929125
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04831337928771973,-1.9999936773203613
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.05218768119812012,-1.9987656400917433
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.04919886589050293,-1.9999547552377333
sphere,-5.12,5.12,30,50,2,0.75,0.3,0.7,0.4,0.05348920822143555,0.0008595911947101677,
sphere,-5.12,5.12,30,50,2,0.5,0.3,0.7,0.5,0.055921077728271484,0.0052505191088400155,
sphere,-5.12,5.12,30,50,2,0.7,0.3,0.7,0.5,0.054318904876708984,0.10452841497805213,
sphere,-5.12,5.12,30,50,2,0.7,0.3,0.7,0.7,0.05347585678100586,0.02385045975255205,
sphere,-5.12,5.12,30,50,2,0.5,0.3,0.7,0.7,0.05665755271911621,0.15500191476896458,
cosin,-1.5,5.0,30,50,2,0.5,0.3,0.7,0.5,0.03644394874572754,-0.9996195190176589,
cosin,-1.5,5.0,30,50,2,0.7,0.3,0.7,0.5,0.041004180908203125,-0.995740839804804,
cosin,-1.5,5.0,30,50,2,0.7,0.3,0.7,0.7,0.03513836860656738,-0.9999906461464682,
cosin,-1.5,5.0,30,50,2,0.5,0.3,0.7,0.7,0.0353703498840332,-0.9980580488872068,
a,0.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.04330945014953613,-0.9979120390522678,
a,0.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.04314708709716797,-0.9997336159183462,
a,0.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.04106616973876953,-0.9991873629157473,
a,0.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.04598355293273926,-0.9965927640371474,
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.5,0.038275718688964844,-1.9998905740274266,
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.5,0.03801727294921875,-1.9998905740274266,
b,0.0,20.0,30,50,2,0.7,0.3,0.7,0.7,0.0400693416595459,-1.9999844260337256,
b,0.0,20.0,30,50,2,0.5,0.3,0.7,0.7,0.038901329040527344,-1.9998905740274266,
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.5,0.04722785949707031,-1.9999757918413565,
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.5,0.0495913028717041,-1.999442603361012,
c,1.0,5.0,30,50,2,0.7,0.3,0.7,0.7,0.045900583267211914,-1.9999093830482424,
c,1.0,5.0,30,50,2,0.5,0.3,0.7,0.7,0.09392809867858887,-1.999580439954768,
