Instancia,Mejor evaluación,Temperatura inicial,Temperatura final,Tiempo de ejecución,Número de Iteraciones
xqg237,8722.655914675932,10,1.6666666666666725,5.482008457183838,5000
xqg237,8337.243456358912,10,1.6666666666666725,5.38575005531311,5000
xqg237,8593.875364239635,10,1.6666666666666725,5.275449275970459,5000
xqg237,8166.840342352477,10,1.6666666666666725,5.466797828674316,5000
xqg237,8558.45712125321,10,1.6666666666666725,5.3905792236328125,5000
xqg237,9152.248753243819,10,1.6666666666666725,5.283208847045898,5000
xqg237,8009.1296519925145,150,1.973684210526327,5.371236801147461,5000
xqg237,8256.152543629323,150,1.973684210526327,5.285571336746216,5000
xqg237,9045.566997064347,150,1.973684210526327,5.98242449760437,5000
xqg237,8926.614519333096,150,1.973684210526327,5.350269317626953,5000
xqg237,8700.112940579644,150,1.973684210526327,5.441418647766113,5000
xqg237,8420.401554973405,150,1.973684210526327,5.460710287094116,5000
xqg237,8591.12107519334,250,1.9841269841269937,5.643079996109009,5000
xqg237,8109.703972268736,250,1.9841269841269937,5.369290113449097,5000
xqg237,8133.720348641364,250,1.9841269841269937,5.414444208145142,5000
xqg237,8329.681160736262,250,1.9841269841269937,5.304640531539917,5000
xqg237,8530.426213538183,250,1.9841269841269937,5.534696578979492,5000
xqg237,8718.116319335508,250,1.9841269841269937,5.454562187194824,5000
xqg237,8313.702544037678,1000,1.9960079840319447,5.287350177764893,5000
xqg237,8263.582299497408,1000,1.9960079840319447,5.222257137298584,5000
xqg237,8914.99190425427,1000,1.9960079840319447,5.399540424346924,5000
xqg237,8394.980313762759,1000,1.9960079840319447,5.4825146198272705,5000
xqg237,8698.569067103526,1000,1.9960079840319447,5.307466268539429,5000
xqg237,8723.455189528446,1000,1.9960079840319447,5.498264312744141,5000
xqg237,8176.417143839011,2000,1.9980019980020065,5.415597200393677,5000
xqg237,8176.435676078622,2000,1.9980019980020065,5.2676310539245605,5000
xqg237,8307.476912594302,2000,1.9980019980020065,5.401471376419067,5000
xqg237,8728.551973313382,2000,1.9980019980020065,5.50826096534729,5000
xqg237,8705.835918334356,2000,1.9980019980020065,5.636317253112793,5000
xqg237,8127.0507081207,2000,1.9980019980020065,5.423408269882202,5000
xqg237,8682.226929820088,150,1.973684210526327,5.577974557876587,5000
xqg237,8606.927453989498,150,1.973684210526327,5.54909348487854,5000
xqg237,8450.474463270753,150,1.973684210526327,6.020421504974365,5000
xqg237,8263.701440628778,150,1.973684210526327,5.765537738800049,5000
xqg237,8347.884836307054,150,1.973684210526327,5.869043827056885,5000
xqg237,8825.986009448268,150,1.973684210526327,5.788994550704956,5000
xqg237,8550.45794757129,150,1.973684210526327,5.756766319274902,5000
xqg237,8305.666176049597,150,1.973684210526327,5.823195934295654,5000
xqg237,8771.711038051551,150,1.973684210526327,5.550889730453491,5000
xqg237,8812.440138655424,150,1.973684210526327,6.029067277908325,5000
xqg237,8499.951712063135,250,1.9841269841269937,6.147865295410156,5000
xqg237,8034.344774947041,250,1.9841269841269937,5.716899394989014,5000
xqg237,8488.006954932906,250,1.9841269841269937,5.5207788944244385,5000
xqg237,8826.159936912398,250,1.9841269841269937,5.7771100997924805,5000
xqg237,8490.939498818276,250,1.9841269841269937,5.5641028881073,5000
xqg237,8697.20553036849,250,1.9841269841269937,5.5049943923950195,5000
xqg237,8890.597035202003,250,1.9841269841269937,5.472738742828369,5000
xqg237,8089.999422561341,250,1.9841269841269937,5.612036466598511,5000
xqg237,8567.686951553014,250,1.9841269841269937,5.635863780975342,5000
xqg237,8648.149968756545,250,1.9841269841269937,5.501189231872559,5000
xqg237,8615.551856308253,1000,1.9960079840319447,5.541449308395386,5000
xqg237,8082.374946921146,1000,1.9960079840319447,5.540050029754639,5000
xqg237,8353.894656437627,1000,1.9960079840319447,5.568119764328003,5000
xqg237,8665.983443754954,1000,1.9960079840319447,5.62795877456665,5000
xqg237,8284.238854051164,1000,1.9960079840319447,6.299069166183472,5000
xqg237,8023.650051358876,1000,1.9960079840319447,5.5504961013793945,5000
xqg237,8363.913246815702,1000,1.9960079840319447,5.551020860671997,5000
xqg237,8595.35125195785,1000,1.9960079840319447,5.413130521774292,5000
xqg237,8735.87619337165,1000,1.9960079840319447,5.472274541854858,5000
xqg237,8386.214037431437,1000,1.9960079840319447,5.520719766616821,5000
xqg237,8753.934788797347,2000,1.9980019980020065,5.590672254562378,5000
xqg237,8368.657493101777,2000,1.9980019980020065,5.472194671630859,5000
xqg237,8729.910516977518,2000,1.9980019980020065,5.676290512084961,5000
xqg237,8638.159003261308,2000,1.9980019980020065,5.411128044128418,5000
xqg237,8133.482141229716,2000,1.9980019980020065,5.547431230545044,5000
xqg237,8585.388894100473,2000,1.9980019980020065,5.545576095581055,5000
xqg237,8711.30318386257,2000,1.9980019980020065,5.585584402084351,5000
xqg237,8274.707115928528,2000,1.9980019980020065,6.052166700363159,5000
xqg237,8824.016981376506,2000,1.9980019980020065,5.756945371627808,5000
xqg237,8726.897644790084,2000,1.9980019980020065,5.5655858516693115,5000
xqg237,8959.33135677215,10,1.6666666666666725,5.738609075546265,5000
xqg237,8886.959926310548,10,1.6666666666666725,5.447488784790039,5000
xqg237,8977.616619940885,10,1.6666666666666725,5.439257383346558,5000
xqg237,8526.07540112735,10,1.6666666666666725,5.3812806606292725,5000
xqg237,8711.924868087797,10,1.6666666666666725,5.26737117767334,5000
xqg237,8494.577586784791,10,1.6666666666666725,5.419965028762817,5000
xqg237,9238.857815470554,10,1.6666666666666725,5.5316002368927,5000
xqg237,7745.049634913512,10,1.6666666666666725,5.494213819503784,5000
xqg237,8953.018016159876,10,1.6666666666666725,5.387537717819214,5000
xqg237,8602.701247670651,10,1.6666666666666725,5.417495012283325,5000
xqg237,8662.421294731294,150,1.973684210526327,5.4553492069244385,5000
xqg237,8267.36470594956,150,1.973684210526327,5.448930025100708,5000
xqg237,7936.528454470888,150,1.973684210526327,5.460150718688965,5000
xqg237,7653.305420590942,150,1.973684210526327,5.377337455749512,5000
xqg237,8727.477047624208,150,1.973684210526327,5.58620023727417,5000
xqg237,8192.018230099964,150,1.973684210526327,5.400844573974609,5000
xqg237,8550.530469723579,150,1.973684210526327,5.503561973571777,5000
xqg237,7858.539172581155,150,1.973684210526327,5.247520446777344,5000
xqg237,8679.857512098359,150,1.973684210526327,5.4155120849609375,5000
xqg237,8514.512975488524,150,1.973684210526327,5.601808071136475,5000
xqg237,8411.19915775014,250,1.9841269841269937,5.347144603729248,5000
xqg237,8865.9969068582,250,1.9841269841269937,5.651071071624756,5000
xqg237,9135.018227384324,250,1.9841269841269937,5.347517967224121,5000
xqg237,8275.995664073875,250,1.9841269841269937,5.254908561706543,5000
xqg237,9011.352499553595,250,1.9841269841269937,5.463413953781128,5000
xqg237,8165.916482234326,250,1.9841269841269937,5.440141201019287,5000
xqg237,8440.763850011837,250,1.9841269841269937,5.461448431015015,5000
xqg237,8114.653205967863,250,1.9841269841269937,5.305880069732666,5000
xqg237,8627.125200819923,250,1.9841269841269937,5.239287614822388,5000
xqg237,8891.009224538317,250,1.9841269841269937,5.267118692398071,5000
xqg237,8355.211672922289,1000,1.9960079840319447,5.684055805206299,5000
xqg237,8842.360967870547,1000,1.9960079840319447,5.434183835983276,5000
xqg237,8554.581402468386,1000,1.9960079840319447,5.33525276184082,5000
xqg237,8264.82714480124,1000,1.9960079840319447,5.391178607940674,5000
xqg237,8722.984336454934,1000,1.9960079840319447,5.472350835800171,5000
xqg237,8349.886183906714,1000,1.9960079840319447,5.480862617492676,5000
xqg237,8311.70219241613,1000,1.9960079840319447,5.425944566726685,5000
xqg237,8781.652063019244,1000,1.9960079840319447,6.072481393814087,5000
xqg237,9035.868232092176,1000,1.9960079840319447,5.459780693054199,5000
xqg237,8335.710186692311,1000,1.9960079840319447,5.468440532684326,5000
xqg237,8843.797638756581,2000,1.9980019980020065,5.454089403152466,5000
xqg237,7938.78552531465,2000,1.9980019980020065,5.450848340988159,5000
