Iteración,Función de evaluación
1,4246.91552218433
2,4221.211228571103
3,4219.734842232061
4,4302.137349319416
5,4203.313248470778
6,4233.467142063696
7,4234.343327576762
8,4234.781640594816
9,4228.44954076956
10,4230.097995969249
11,4195.422230276926
12,4257.948394960036
13,4258.087598828996
14,4284.213325467666
15,4259.769213989971
16,4292.422787970518
17,4302.1103550544885
18,4385.048820612457
19,4401.231409908398
20,4396.717402480023
21,4406.641951356086
22,4407.024124509435
23,4418.096913648451
24,4418.663473170125
25,4482.344490497688
26,4433.226298798481
27,4408.900639368729
28,4368.977169009955
29,4380.781682324057
30,4346.217071569688
31,4355.859806127703
32,4357.293231103378
33,4354.980387164471
34,4345.186127471188
35,4354.160911697276
36,4370.7474503792955
37,4281.899867440692
38,4275.467711605819
39,4254.1041090417475
40,4278.4297684715
41,4276.095140983805
42,4266.45240642579
43,4242.9049067280675
44,4246.04405261918
45,4260.521558695187
46,4245.477493097505
47,4247.8121205852
48,4242.242111129483
49,4242.238216007405
50,4344.474121934892
51,4354.800887210255
52,4353.36746223458
53,4291.38429273287
54,4258.730718752324
55,4279.81941029026
56,4286.1515101155155
57,4283.81688262782
58,4281.472666556186
59,4281.520299170938
60,4281.151363458597
61,4281.717922980271
62,4217.578313637944
63,4259.231600516632
64,4258.089793568957
65,4236.653909286006
66,4276.57737964478
67,4270.820274072218
68,4208.294109389109
69,4197.860400943493
70,4211.658820615599
71,4144.62799694573
72,4144.641922293264
73,4206.625091794975
74,4229.029197999573
75,4273.655915464844
76,4152.864242357802
77,4167.4769629662005
78,4152.757112739824
79,4098.557461132139
80,4083.9447405237406
81,3990.6128120205944
82,3948.959525141906
83,3955.469509896811
84,3953.996579571865
85,3962.8936396452586
86,3932.9765111547304
87,3932.980406276809
88,3950.8637688155795
89,3972.299653098531
90,4005.0634204232647
91,4095.323975726644
92,4004.7504502343036
93,4052.4585392277686
94,4162.350910795225
95,4050.513706749045
96,4007.602848469847
97,4008.07176253896
98,4112.969419610755
99,4040.7253365195056
100,4019.842154942876
101,3943.5858912369013
102,3919.8952096333087
103,3916.2700326563154
104,3926.595283100415
105,3941.072789176422
106,3942.3994647136624
107,3923.7907322304427
108,3905.907369691672
109,3901.107269073219
110,3860.9918906002094
111,3877.5574827007285
112,3906.818173760038
113,3860.6734554679606
114,3870.9199466461264
115,3894.684454457341
116,3910.377701547828
117,3971.588878349873
118,3856.178049940143
119,3810.230170992878
120,3877.0100564389677
121,3832.634277197477
122,3813.286239161839
123,3863.5218958987753
124,3851.243773962555
125,3841.3229795487136
126,3839.211523368712
127,3917.002171447846
128,3906.7556802696804
129,3975.5127189134087
130,3918.5260726735964
131,3936.2195248192106
132,3937.9006036952997
133,4029.976426135411
134,3947.1556456164053
135,3948.938274303383
136,3948.412683303323
137,3952.3894987614444
138,3952.663586077536
139,3982.5807145680637
140,3980.5112147450563
141,4006.1215527222957
142,3965.898494136658
143,3942.1339863254434
144,3965.898494136658
145,3969.2564665757377
146,3994.8668045529776
147,4007.1112783693525
148,3971.9054917052754
149,3975.2374015339396
150,4061.2376098847867
151,3977.176864557787
152,3899.3862164786533
153,3951.8313089431504
154,3901.699060417561
155,3911.019139779325
156,3908.4028346975724
157,3905.9220316634396
158,3892.1236119913337
159,3895.4672181082888
160,3880.331135056727
161,3860.6590184807
162,3807.3672935748023
163,3807.166726237556
164,3794.3499126641273
165,3778.65666557364
166,3779.465470694465
167,3799.1375872704916
168,3852.5800391304238
169,3872.6468490519546
170,3869.5592686896425
171,3870.063948023425
172,3813.4137872978154
173,3859.4191338365054
174,3813.0620768381937
175,3793.859145819058
176,3787.908597574363
177,3865.8567613087766
178,3788.5892672547698
179,3810.0251515377213
180,3879.789419078791
181,3879.789419078791
182,3869.4920870999727
183,3916.3580338165348
184,3811.7544340499
185,3812.2800250499604
186,3833.643627614033
187,3834.575787652639
188,3833.4645663435813
189,3859.0337833098192
190,3894.6984557878127
191,3837.6701807457466
192,3907.434448286817
193,3918.664101440249
194,3931.118572023697
195,3907.3540642124826
196,3985.3022279468964
197,3834.239495776523
198,3869.9041682545167
199,3958.751751193119
200,3958.200339541051
201,3888.436071999981
202,3889.9290690427433
203,3889.424389708961
204,3886.980755334248
205,3889.9837578855154
206,3874.8396744875245
207,3937.365839170634
208,3925.939901553643
209,3896.203277051597
210,3862.3852039040758
211,3938.1012320737086
212,3885.9327036017985
213,3930.687557207237
214,3875.2020174775043
215,3885.0200290486673
216,3883.1377367384102
217,3951.440090041572
218,3870.3209231649826
219,3923.4430109442123
220,3859.4844000677413
221,3824.7083869785292
222,3814.8903754073663
223,3869.5745905802005
